w;01.12.2001;01.01.2002;01.02.2002;01.03.2002;01.04.2002;01.05.2002;01.06.2002;01.07.2002;01.08.2002;01.09.2002;01.10.2002;01.11.2002;01.12.2002;01.01.2003;01.02.2003;01.03.2003;01.04.2003;01.05.2003;01.06.2003;01.07.2003;01.08.2003;01.09.2003;01.10.2003;01.11.2003;01.12.2003;01.01.2004;01.02.2004;01.03.2004;01.04.2004;01.05.2004;01.06.2004;01.07.2004;01.08.2004;01.09.2004;01.10.2004;01.11.2004;01.12.2004;01.01.2005;01.02.2005;01.03.2005;01.04.2005;01.05.2005;01.06.2005;01.07.2005;01.08.2005;01.09.2005;01.10.2005;01.11.2005;01.12.2005;01.01.2006;01.02.2006;01.03.2006;01.04.2006;01.05.2006;01.06.2006;01.07.2006;01.08.2006;01.09.2006;01.10.2006;01.11.2006;01.12.2006;01.01.2007;01.02.2007;01.03.2007;01.04.2007;01.05.2007;01.06.2007;01.07.2007;01.08.2007;01.09.2007;01.10.2007;01.11.2007;01.12.2007;01.01.2008;01.02.2008;01.03.2008;01.04.2008;01.05.2008;01.06.2008;01.07.2008;01.08.2008;01.09.2008;01.10.2008;01.11.2008;01.12.2008;01.01.2009;01.02.2009;01.03.2009;01.04.2009;01.05.2009;01.06.2009;01.07.2009;01.08.2009;01.09.2009;01.10.2009;01.11.2009;01.12.2009;01.01.2010;01.02.2010;01.03.2010;01.04.2010;01.05.2010;01.06.2010;01.07.2010;01.08.2010;01.09.2010;01.10.2010;01.11.2010;01.12.2010;01.01.2011;01.02.2011;01.03.2011;01.04.2011;01.05.2011;01.06.2011;01.07.2011;01.08.2011;01.09.2011;01.10.2011;01.11.2011;01.12.2011;01.01.2012;01.02.2012;01.03.2012;01.04.2012;01.05.2012;01.06.2012;01.07.2012;01.08.2012;01.09.2012;01.10.2012;01.11.2012;01.12.2012;01.01.2013;01.02.2013;01.03.2013;01.04.2013;01.05.2013;01.06.2013;01.07.2013;01.08.2013;01.09.2013;01.10.2013;01.11.2013;01.12.2013;01.01.2014;01.02.2014;01.03.2014;01.04.2014;01.05.2014;01.06.2014;01.07.2014;01.08.2014;01.09.2014;01.10.2014;01.11.2014;01.12.2014;01.01.2015;01.02.2015;01.03.2015;01.04.2015;01.05.2015;01.06.2015;01.07.2015;01.08.2015;01.09.2015;01.10.2015;01.11.2015;01.12.2015;01.01.2016;01.02.2016;01.03.2016;01.04.2016;01.05.2016;01.06.2016;01.07.2016;01.08.2016;01.09.2016
332;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.51;3.51;4.77;3.90;3.78;4.24;3.89;4.20;3.71;4.14;4.02;3.52;3.07;3.39;4.20;3.48;3.94;4.01;3.78;3.14;3.65;3.16;3.66;3.34;3.75;2.98;4.12;4.17;5.30;4.75;5.27;6.05;6.53;7.21;7.23;9.13;7.33;9.82;10.55;12.38;13.69;12.56;14.34;15.87;15.78;16.00;16.47;15.72;16.42;19.93;20.21;23.31;24.86;26.18;26.65;29.85;30.05;29.94;31.24;32.31;34.49;36.18;36.83;38.85;41.94;37.53;40.19;41.06;41.57;45.24;46.52;48.17;49.44;60.34;59.48;59.71;64.16;64.97;57.66;59.34;57.94;59.44;60.92;59.70;63.36;73.35;84.18;79.66;79.83;85.86;86.64;87.65;88.98;90.03;91.13;90.87;89.99;91.47;92.19;92.45;92.98;93.10;93.94;97.57;94.87;94.50;95.21;95.22;91.51;90.89;90.90;93.24;91.86;93.87;93.75;94.24;85.43;79.25;85.72;84.50;86.12;85.65;85.92;87.74;95.69;95.88;96.00;97.05;87.45;76.97;75.92;88.39;88.71;90.01;91.61;92.07;94.22;94.49
334;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.06;15.89;14.46;14.76;18.61;17.68;19.12;16.67;0.00;19.20;18.42;16.48;16.46;15.97;16.20;16.44;17.40;18.59;21.04;23.07;24.89;24.40;32.87;28.11;29.20;32.72;35.47;33.41;34.63;35.80;42.10;44.82;45.95;45.77;59.12;57.59;58.14;56.68;55.00;59.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
336;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;95.11;93.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
337;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;45.69;32.98;42.48;45.57;45.10;46.64;46.91;48.32;49.15;50.74;58.62;60.52;41.12;53.73;55.30;47.68;45.03;45.91;47.77;48.96;49.16;49.61;53.07;55.56;54.40;54.84;53.35;54.57;53.99;53.59;55.37;54.39;58.49;58.55;56.98;57.79;60.27;63.02;59.14;66.64;64.00;67.08;65.99;67.12;72.80;68.09;69.51;63.05;65.32;71.06;71.42;68.15;66.66;64.90;83.01;77.22;72.89;77.69;75.67;76.41;76.27;77.89;78.29;77.08;74.78;75.37;73.68;75.85;85.69;65.78;84.77;91.52;91.91;92.54;90.77
338;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.19;81.46;77.59;78.73;78.43;81.72;83.56;82.99;84.68;84.93;81.71;73.16;96.35;98.16;94.78;93.62;95.52;93.17;95.99;90.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.98;96.23;97.25;97.03;97.44;90.95;88.33;87.82;88.30;87.54;88.05;87.09;88.07;88.73;88.35;89.64;89.20;87.99;93.15;93.61;92.35;94.74;93.97;94.49;94.23;96.20;95.59;96.31;94.28;92.27;95.77
339;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;90.19;87.69;86.93;89.65;86.07;87.50;87.18;91.07;91.26;88.77;87.34;89.32;91.72;97.11;97.64;97.82;95.74;93.25;95.80;96.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
341;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;80.95;79.16;77.99;79.28;76.25;80.25;79.67;82.55;87.50;84.74;85.48;83.85;79.79;80.07;82.64;87.70;92.91;87.06;91.64;89.08;89.85;91.50;93.46;92.52;95.18;94.61;91.70;91.44;93.76;94.43;94.64;94.22;91.95;88.87;87.28;86.24;88.47;88.33;89.34;87.86;91.11;90.85;93.95;89.08;88.02;85.74;87.19;87.66;89.46;87.87;90.08;88.89;89.82;88.50;88.69;90.03;90.50;90.52;92.49;88.18;89.09;91.14;91.92;90.39;93.23;92.02;93.55;92.49
342;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.39;8.44;5.63;5.57;5.19;5.38;5.34;5.47;5.77;5.56;10.58;9.14;6.90;7.58;8.41;8.12;8.53;8.93;9.99;11.53;16.28;21.65;25.27;29.09;30.94;33.64;37.44;37.35;38.81;40.23;43.21;45.94;47.66;48.37;51.46;53.72;53.45;55.01;56.95;59.11;63.41;69.93;74.46;72.61;71.21;75.04;79.10;91.55;87.08;93.26;93.91;97.01;95.68;93.42;95.82;96.65;94.01;97.49;96.11;97.32;97.27;94.77;92.65;90.26;89.41;95.22;96.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
343;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;88.51;87.65;73.83;75.80;76.03;79.37;78.49;78.10;84.95;88.80;86.91;88.12;94.19;97.11;97.30;98.40;97.45;97.53;98.08;97.57;98.11;97.76;97.99;98.16;97.32;97.95;97.65;97.24;96.65;97.61;97.67;97.76;97.48;97.45;97.30;97.63;97.39;96.94;95.16;95.14;95.49;95.71;96.12;95.18;95.06;96.46;95.33;95.42;95.37;95.82;95.69;95.28;96.16;96.64;95.80;97.89;97.29;96.57;98.01;97.79;97.89;98.31;98.33;98.04;97.85;97.61;97.62;96.94;97.25;97.40;96.68;96.00
345;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
346;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;84.62;87.33;87.07;80.99;70.15;61.99;57.96;56.80;57.65;60.98;61.33;29.11;23.62;18.27;16.97;13.71;14.21;19.06;48.60;51.28;56.36;82.69;84.98;85.76;62.42;53.65;69.96;45.51;36.91;61.78;71.07;79.76;79.93;79.53;80.16;73.45;77.01;79.95;86.25;88.46;87.71;84.72;86.18;84.11;85.21;81.93;85.69;91.00;91.34;91.70;90.12;89.83;89.34;88.54;85.27;90.71;91.11;92.19;92.02;91.05;90.53;89.09;90.12;89.66;90.95;89.23;91.49;90.20;90.09;89.82;84.76;88.50;90.51;92.20;93.38;93.10
347;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;65.57;46.14;40.00;37.91;37.85;40.26;44.37;38.54;38.54;34.42;35.26;35.83;32.71;37.45;34.02;25.90;26.32;34.43;9.91;15.93;38.36;22.61;20.69;10.61;40.70;40.85;40.24;41.74;42.31;44.96;47.61;51.03;52.93;48.84;54.54;43.39;34.04;35.08;39.81;34.64;36.31;38.00;40.61;27.13;37.49;36.35;34.02;28.28;35.31;54.55;61.84;69.70;73.63;72.94;73.62;74.68;75.00;75.07;81.55;76.86;79.96;76.84;82.68;86.64;87.00;84.11;85.55;84.38;79.24;85.41;79.44;83.87;77.69;86.27;85.41;84.48;87.91;88.02;87.93;88.50;84.66;80.60;85.55;81.13;84.58;88.51;83.83;85.52;84.34;93.23;87.48;91.74;92.91;93.22;96.40;96.17
348;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;86.21;96.33;96.53;95.84;95.62;96.14;95.94;96.70;96.43;96.69;96.83;97.17;97.46;97.26;97.41;97.94;97.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
351;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;83.88;79.84;81.88;82.95;85.59;58.68;86.57;76.37;83.90;63.29;54.04;41.40;59.37;86.80;91.33;92.04;91.38;93.47;75.83;63.58;73.63;97.32;90.03;89.60;95.59;97.53;97.40;97.44;95.11;92.37;95.09;95.68;95.52;96.70;94.67;96.09;95.12;95.74;95.16;95.18;94.89;94.20;94.03;94.80;93.05;93.73;93.31;92.44;93.62;90.36;95.67;95.96;96.00;95.96;95.74;95.74;96.44;96.38;95.39;95.44;95.95;94.14;95.32;94.50;94.02;95.39;93.14;95.55
352;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.50;5.81;5.51;5.79;5.51;5.53;5.44;5.16;5.13;9.81;14.38;17.92;18.66;19.45;21.91;24.24;25.82;26.30;28.08;29.82;32.54;34.49;37.73;40.25;41.75;44.61;46.11;43.78;49.19;48.37;48.90;53.08;52.01;53.42;59.97;60.86;59.99;60.07;61.26;62.61;75.51;71.51;75.51;74.89;76.50;79.30;80.11;85.76;86.76;85.48;95.86;96.18;96.14;96.42;96.52;96.63;96.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
354;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22.32;20.33;20.79;19.87;21.21;0.00;53.33;27.42;24.54;25.03;22.90;23.76;24.39;24.58;24.70;25.52;25.54;26.62;26.59;26.22;27.68;27.75;29.01;28.90;29.68;28.36;32.65;35.78;38.52;40.56;43.05;37.23;37.04;41.25;49.05;48.75;52.02;80.31;79.87;58.22;57.86;59.61;85.30;86.10;75.17;63.66;66.21;68.04;65.92;75.03;88.57;80.76;70.62;78.16;83.85;84.15;83.05;87.09;92.90;94.47;96.13;95.78;89.91;90.31;91.67;91.85;92.36;92.68;92.81;91.52;91.36;90.58;90.35;91.59;92.25;92.21;92.92;86.41;92.54;94.15;94.80;94.81;94.15;93.83;86.25;92.13;93.21;95.59;95.88;95.40;95.89;96.93;96.05;96.83;96.96;95.86;95.49;96.41;96.92;96.62;96.71;97.11;97.35;93.69;89.58;90.15;89.51;89.71;90.28;89.99;92.48;97.14;96.58;96.69;96.93;97.59;97.24;96.62;96.95;96.99;97.20;97.40;97.39
356;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.93;19.78;20.82;18.01;18.66;19.96;18.50;30.06;23.06;22.87;22.66;20.72;21.77;22.01;19.98;21.31;21.62;23.44;18.15;18.88;18.75;20.32;18.79;18.79;20.47;22.17;23.17;23.69;22.48;22.78;22.08;22.73;19.23;19.96;21.21;21.34;22.02;22.03;22.70;23.27;22.32;21.71;21.02;21.62;23.67;23.12;24.08;26.05;24.31;23.51;24.48;26.36;26.14;34.15;26.96;22.69;26.05;30.06;30.51;18.47;18.11;16.93;18.06;20.00;0.00;0.00;29.97;23.66;24.89;26.49;25.37;19.54;66.88;24.27;18.91;20.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
